Noise,Frequency,Trial,Success
4.0,558,9,True
4.0,558,10,True
4.0,559,1,True
4.0,559,2,True
4.0,559,3,True
4.0,559,4,True
4.0,559,5,True
4.0,559,6,True
4.0,559,7,True
4.0,559,8,True
4.0,559,9,True
4.0,559,10,True
4.0,560,1,True
4.0,560,2,True
4.0,560,3,True
4.0,560,4,True
4.0,560,5,True
4.0,560,6,True
4.0,560,7,True
4.0,560,8,True
4.0,560,9,True
4.0,560,10,True
4.0,561,1,True
4.0,561,2,True
4.0,561,3,True
4.0,561,4,True
4.0,561,5,True
4.0,561,6,True
4.0,561,7,True
4.0,561,8,True
4.0,561,9,True
4.0,561,10,True
4.0,562,1,True
4.0,562,2,True
4.0,562,3,True
4.0,562,4,True
4.0,562,5,True
4.0,562,6,True
4.0,562,7,True
4.0,562,8,True
4.0,562,9,True
4.0,562,10,True
4.0,563,1,True
4.0,563,2,True
4.0,563,3,True
4.0,563,4,True
4.0,563,5,True
4.0,563,6,True
4.0,563,7,True
4.0,563,8,True
4.0,563,9,True
4.0,563,10,True
4.0,564,1,True
4.0,564,2,True
4.0,564,3,True
4.0,564,4,True
4.0,564,5,True
4.0,564,6,True
4.0,564,7,True
4.0,564,8,True
4.0,564,9,True
4.0,564,10,True
4.0,565,1,True
4.0,565,2,True
4.0,565,3,True
4.0,565,4,True
4.0,565,5,True
4.0,565,6,True
4.0,565,7,True
4.0,565,8,True
4.0,565,9,True
4.0,565,10,True
4.0,566,1,True
4.0,566,2,True
4.0,566,3,True
4.0,566,4,True
4.0,566,5,True
4.0,566,6,True
4.0,566,7,True
4.0,566,8,True
4.0,566,9,True
4.0,566,10,True
4.0,567,1,True
4.0,567,2,True
4.0,567,3,True
4.0,567,4,True
4.0,567,5,True
4.0,567,6,True
4.0,567,7,True
4.0,567,8,True
4.0,567,9,True
4.0,567,10,True
4.0,568,1,True
4.0,568,2,True
4.0,568,3,True
4.0,568,4,True
4.0,568,5,True
4.0,568,6,True
4.0,568,7,True
4.0,568,8,True
4.0,568,9,True
4.0,568,10,True
4.0,569,1,True
4.0,569,2,True
4.0,569,3,True
4.0,569,4,True
4.0,569,5,True
4.0,569,6,True
4.0,569,7,True
4.0,569,8,True
4.0,569,9,True
4.0,569,10,True
4.0,570,1,True
4.0,570,2,True
4.0,570,3,True
4.0,570,4,True
4.0,570,5,True
4.0,570,6,True
4.0,570,7,True
4.0,570,8,True
4.0,570,9,True
4.0,570,10,True
4.0,571,1,True
4.0,571,2,True
4.0,571,3,True
4.0,571,4,True
4.0,571,5,True
4.0,571,6,True
4.0,571,7,True
4.0,571,8,True
4.0,571,9,True
4.0,571,10,True
4.0,572,1,True
4.0,572,2,True
4.0,572,3,True
4.0,572,4,True
4.0,572,5,True
4.0,572,6,True
4.0,572,7,True
4.0,572,8,True
4.0,572,9,True
4.0,572,10,True
4.0,573,1,True
4.0,573,2,True
4.0,573,3,True
4.0,573,4,True
4.0,573,5,True
4.0,573,6,True
4.0,573,7,True
4.0,573,8,True
4.0,573,9,True
4.0,573,10,True
4.0,574,1,True
4.0,574,2,True
4.0,574,3,True
4.0,574,4,True
4.0,574,5,True
4.0,574,6,True
4.0,574,7,True
4.0,574,8,True
4.0,574,9,True
4.0,574,10,True
4.0,575,1,True
4.0,575,2,True
4.0,575,3,True
4.0,575,4,True
4.0,575,5,True
4.0,575,6,True
4.0,575,7,True
4.0,575,8,True
4.0,575,9,True
4.0,575,10,True
4.0,576,1,True
4.0,576,2,True
4.0,576,3,True
4.0,576,4,True
4.0,576,5,True
4.0,576,6,True
4.0,576,7,True
4.0,576,8,True
4.0,576,9,True
4.0,576,10,True
4.0,577,1,True
4.0,577,2,True
4.0,577,3,True
4.0,577,4,True
4.0,577,5,True
4.0,577,6,True
4.0,577,7,True
4.0,577,8,True
4.0,577,9,True
4.0,577,10,True
4.0,578,1,True
4.0,578,2,True
4.0,578,3,True
4.0,578,4,True
4.0,578,5,True
4.0,578,6,True
4.0,578,7,True
4.0,578,8,True
4.0,578,9,True
4.0,578,10,True
4.0,579,1,True
4.0,579,2,True
4.0,579,3,True
4.0,579,4,True
4.0,579,5,True
4.0,579,6,True
4.0,579,7,True
4.0,579,8,True
4.0,579,9,True
4.0,579,10,True
4.0,580,1,True
4.0,580,2,True
4.0,580,3,True
4.0,580,4,True
4.0,580,5,True
4.0,580,6,True
4.0,580,7,True
4.0,580,8,True
4.0,580,9,True
4.0,580,10,True
4.0,581,1,True
4.0,581,2,True
4.0,581,3,True
4.0,581,4,True
4.0,581,5,True
4.0,581,6,True
4.0,581,7,True
4.0,581,8,True
4.0,581,9,True
4.0,581,10,True
4.0,582,1,True
4.0,582,2,True
4.0,582,3,True
4.0,582,4,True
4.0,582,5,True
4.0,582,6,True
4.0,582,7,True
4.0,582,8,True
4.0,582,9,True
4.0,582,10,True
4.0,583,1,True
4.0,583,2,True
4.0,583,3,True
4.0,583,4,True
4.0,583,5,True
4.0,583,6,True
4.0,583,7,True
4.0,583,8,True
4.0,583,9,True
4.0,583,10,True
4.0,584,1,True
4.0,584,2,True
4.0,584,3,True
4.0,584,4,True
4.0,584,5,True
4.0,584,6,True
4.0,584,7,True
4.0,584,8,True
4.0,584,9,True
4.0,584,10,True
4.0,585,1,True
4.0,585,2,True
4.0,585,3,True
4.0,585,4,True
4.0,585,5,True
4.0,585,6,True
4.0,585,7,True
4.0,585,8,True
4.0,585,9,True
4.0,585,10,True
4.0,586,1,True
4.0,586,2,True
4.0,586,3,True
4.0,586,4,True
4.0,586,5,True
4.0,586,6,True
4.0,586,7,True
4.0,586,8,True
4.0,586,9,True
4.0,586,10,True
4.0,587,1,True
4.0,587,2,True
4.0,587,3,True
4.0,587,4,True
4.0,587,5,True
4.0,587,6,True
4.0,587,7,True
4.0,587,8,True
4.0,587,9,True
4.0,587,10,True
4.0,588,1,True
4.0,588,2,True
4.0,588,3,True
4.0,588,4,True
4.0,588,5,True
4.0,588,6,True
4.0,588,7,True
4.0,588,8,True
4.0,588,9,True
4.0,588,10,True
4.0,589,1,True
4.0,589,2,True
4.0,589,3,True
4.0,589,4,True
4.0,589,5,True
4.0,589,6,True
4.0,589,7,True
4.0,589,8,True
4.0,589,9,True
4.0,589,10,True
4.0,590,1,True
4.0,590,2,True
4.0,590,3,True
4.0,590,4,True
4.0,590,5,True
4.0,590,6,True
4.0,590,7,True
4.0,590,8,True
4.0,590,9,True
4.0,590,10,True
4.0,591,1,True
4.0,591,2,True
4.0,591,3,True
4.0,591,4,True
4.0,591,5,True
4.0,591,6,True
4.0,591,7,True
4.0,591,8,True
4.0,591,9,True
4.0,591,10,True
4.0,592,1,True
4.0,592,2,True
4.0,592,3,True
4.0,592,4,True
4.0,592,5,True
4.0,592,6,True
4.0,592,7,True
4.0,592,8,True
4.0,592,9,True
4.0,592,10,True
4.0,593,1,True
4.0,593,2,True
4.0,593,3,True
4.0,593,4,True
4.0,593,5,True
4.0,593,6,True
4.0,593,7,True
4.0,593,8,True
4.0,593,9,True
4.0,593,10,True
4.0,594,1,True
4.0,594,2,True
4.0,594,3,True
4.0,594,4,True
4.0,594,5,True
4.0,594,6,True
4.0,594,7,True
4.0,594,8,True
4.0,594,9,True
4.0,594,10,True
4.0,595,1,True
4.0,595,2,True
4.0,595,3,True
4.0,595,4,True
4.0,595,5,True
4.0,595,6,True
4.0,595,7,True
4.0,595,8,True
4.0,595,9,True
4.0,595,10,True
4.0,596,1,True
4.0,596,2,True
4.0,596,3,True
4.0,596,4,True
4.0,596,5,True
4.0,596,6,True
4.0,596,7,True
4.0,596,8,True
4.0,596,9,True
4.0,596,10,True
4.0,597,1,True
4.0,597,2,True
4.0,597,3,True
4.0,597,4,True
4.0,597,5,True
4.0,597,6,True
4.0,597,7,True
4.0,597,8,True
4.0,597,9,True
4.0,597,10,True
4.0,598,1,True
4.0,598,2,True
4.0,598,3,True
4.0,598,4,True
4.0,598,5,True
4.0,598,6,True
4.0,598,7,True
4.0,598,8,True
4.0,598,9,True
4.0,598,10,True
4.0,599,1,True
4.0,599,2,True
4.0,599,3,True
4.0,599,4,True
4.0,599,5,True
4.0,599,6,True
4.0,599,7,True
4.0,599,8,True
4.0,599,9,True
4.0,599,10,True
4.0,600,1,True
4.0,600,2,True
4.0,600,3,True
4.0,600,4,True
4.0,600,5,True
4.0,600,6,True
4.0,600,7,True
4.0,600,8,True
4.0,600,9,True
4.0,600,10,True
4.0,601,1,True
4.0,601,2,True
4.0,601,3,True
4.0,601,4,True
4.0,601,5,True
4.0,601,6,True
4.0,601,7,True
4.0,601,8,True
4.0,601,9,True
4.0,601,10,True
4.0,602,1,True
4.0,602,2,True
4.0,602,3,True
4.0,602,4,True
4.0,602,5,True
4.0,602,6,True
4.0,602,7,True
4.0,602,8,True
4.0,602,9,True
4.0,602,10,True
4.0,603,1,True
4.0,603,2,True
4.0,603,3,True
4.0,603,4,True
4.0,603,5,True
4.0,603,6,True
4.0,603,7,True
4.0,603,8,True
4.0,603,9,True
4.0,603,10,True
4.0,604,1,True
4.0,604,2,True
4.0,604,3,True
4.0,604,4,True
4.0,604,5,True
4.0,604,6,True
4.0,604,7,True
4.0,604,8,True
4.0,604,9,True
4.0,604,10,True
4.0,605,1,True
4.0,605,2,True
4.0,605,3,True
4.0,605,4,True
4.0,605,5,True
4.0,605,6,True
4.0,605,7,True
4.0,605,8,True
4.0,605,9,True
4.0,605,10,True
4.0,606,1,True
4.0,606,2,True
4.0,606,3,True
4.0,606,4,True
4.0,606,5,True
4.0,606,6,True
4.0,606,7,True
4.0,606,8,True
4.0,606,9,True
4.0,606,10,True
4.0,607,1,True
4.0,607,2,True
4.0,607,3,True
4.0,607,4,True
4.0,607,5,True
4.0,607,6,True
4.0,607,7,True
4.0,607,8,True
4.0,607,9,True
4.0,607,10,True
4.0,608,1,True
4.0,608,2,True
4.0,608,3,True
4.0,608,4,True
4.0,608,5,True
4.0,608,6,True
4.0,608,7,True
4.0,608,8,True
4.0,608,9,True
4.0,608,10,True
4.0,609,1,True
4.0,609,2,True
4.0,609,3,True
4.0,609,4,True
4.0,609,5,True
4.0,609,6,True
4.0,609,7,True
4.0,609,8,True
4.0,609,9,True
4.0,609,10,True
4.0,610,1,True
4.0,610,2,True
4.0,610,3,True
4.0,610,4,True
4.0,610,5,True
4.0,610,6,True
4.0,610,7,True
4.0,610,8,True
4.0,610,9,True
4.0,610,10,True
4.0,611,1,True
4.0,611,2,True
4.0,611,3,True
4.0,611,4,True
4.0,611,5,True
4.0,611,6,True
4.0,611,7,True
4.0,611,8,True
4.0,611,9,True
4.0,611,10,True
4.0,612,1,True
4.0,612,2,True
4.0,612,3,True
4.0,612,4,True
4.0,612,5,True
4.0,612,6,True
4.0,612,7,True
4.0,612,8,True
4.0,612,9,True
4.0,612,10,True
4.0,613,1,True
4.0,613,2,True
4.0,613,3,True
4.0,613,4,True
4.0,613,5,True
4.0,613,6,True
4.0,613,7,True
4.0,613,8,True
4.0,613,9,True
4.0,613,10,True
4.0,614,1,True
4.0,614,2,True
4.0,614,3,True
4.0,614,4,True
4.0,614,5,True
4.0,614,6,True
4.0,614,7,True
4.0,614,8,True
4.0,614,9,True
4.0,614,10,True
4.0,615,1,True
4.0,615,2,True
4.0,615,3,True
4.0,615,4,True
4.0,615,5,True
4.0,615,6,True
4.0,615,7,True
4.0,615,8,True
4.0,615,9,True
4.0,615,10,True
4.0,616,1,True
4.0,616,2,True
4.0,616,3,True
4.0,616,4,True
4.0,616,5,True
4.0,616,6,True
4.0,616,7,True
4.0,616,8,True
4.0,616,9,True
4.0,616,10,True
4.0,617,1,True
4.0,617,2,True
4.0,617,3,True
4.0,617,4,True
4.0,617,5,True
4.0,617,6,True
4.0,617,7,True
4.0,617,8,True
4.0,617,9,True
4.0,617,10,True
4.0,618,1,True
4.0,618,2,True
4.0,618,3,True
4.0,618,4,True
4.0,618,5,True
4.0,618,6,True
4.0,618,7,True
4.0,618,8,True
4.0,618,9,True
4.0,618,10,True
4.0,619,1,True
4.0,619,2,True
4.0,619,3,True
4.0,619,4,True
4.0,619,5,True
4.0,619,6,True
4.0,619,7,True
4.0,619,8,True
4.0,619,9,True
4.0,619,10,True
4.0,620,1,True
4.0,620,2,True
4.0,620,3,True
4.0,620,4,True
4.0,620,5,True
4.0,620,6,True
4.0,620,7,True
4.0,620,8,True
4.0,620,9,True
4.0,620,10,True
4.0,621,1,True
4.0,621,2,True
4.0,621,3,True
4.0,621,4,True
4.0,621,5,True
4.0,621,6,True
4.0,621,7,True
4.0,621,8,True
4.0,621,9,True
4.0,621,10,True
4.0,622,1,True
4.0,622,2,True
4.0,622,3,True
4.0,622,4,True
4.0,622,5,True
4.0,622,6,True
4.0,622,7,True
4.0,622,8,True
4.0,622,9,True
4.0,622,10,True
4.0,623,1,True
4.0,623,2,True
4.0,623,3,True
4.0,623,4,True
4.0,623,5,True
4.0,623,6,True
4.0,623,7,True
4.0,623,8,True
4.0,623,9,True
4.0,623,10,True
4.0,624,1,True
4.0,624,2,True
4.0,624,3,True
4.0,624,4,True
4.0,624,5,True
4.0,624,6,True
4.0,624,7,True
4.0,624,8,True
4.0,624,9,True
4.0,624,10,True
4.0,625,1,True
4.0,625,2,True
4.0,625,3,True
4.0,625,4,True
4.0,625,5,True
4.0,625,6,True
4.0,625,7,True
4.0,625,8,True
4.0,625,9,True
4.0,625,10,True
4.0,626,1,True
4.0,626,2,True
4.0,626,3,True
4.0,626,4,True
4.0,626,5,True
4.0,626,6,True
4.0,626,7,True
4.0,626,8,True
4.0,626,9,True
4.0,626,10,True
4.0,627,1,True
4.0,627,2,True
4.0,627,3,True
4.0,627,4,True
4.0,627,5,True
4.0,627,6,True
4.0,627,7,True
4.0,627,8,True
4.0,627,9,True
4.0,627,10,True
4.0,628,1,True
4.0,628,2,True
4.0,628,3,True
4.0,628,4,True
4.0,628,5,True
4.0,628,6,True
4.0,628,7,True
4.0,628,8,True
4.0,628,9,True
4.0,628,10,True
4.0,629,1,True
4.0,629,2,True
4.0,629,3,True
4.0,629,4,True
4.0,629,5,True
4.0,629,6,True
4.0,629,7,True
4.0,629,8,True
4.0,629,9,True
4.0,629,10,True
4.0,630,1,True
4.0,630,2,True
4.0,630,3,True
4.0,630,4,True
4.0,630,5,True
4.0,630,6,True
4.0,630,7,True
4.0,630,8,True
4.0,630,9,True
4.0,630,10,True
4.0,631,1,True
4.0,631,2,True
4.0,631,3,True
4.0,631,4,True
4.0,631,5,True
4.0,631,6,True
4.0,631,7,True
4.0,631,8,True
4.0,631,9,True
4.0,631,10,True
4.0,632,1,True
4.0,632,2,True
4.0,632,3,True
4.0,632,4,True
4.0,632,5,True
4.0,632,6,True
4.0,632,7,True
4.0,632,8,True
4.0,632,9,True
4.0,632,10,True
4.0,633,1,True
4.0,633,2,True
4.0,633,3,True
4.0,633,4,True
4.0,633,5,True
4.0,633,6,True
4.0,633,7,True
4.0,633,8,True
4.0,633,9,True
4.0,633,10,True
4.0,634,1,True
4.0,634,2,True
4.0,634,3,True
4.0,634,4,True
4.0,634,5,True
4.0,634,6,True
4.0,634,7,True
4.0,634,8,True
4.0,634,9,True
4.0,634,10,True
4.0,635,1,True
4.0,635,2,True
4.0,635,3,True
4.0,635,4,True
4.0,635,5,True
4.0,635,6,True
4.0,635,7,True
4.0,635,8,True
4.0,635,9,True
4.0,635,10,True
4.0,636,1,True
4.0,636,2,True
4.0,636,3,True
4.0,636,4,True
4.0,636,5,True
4.0,636,6,True
4.0,636,7,True
4.0,636,8,True
4.0,636,9,True
4.0,636,10,True
4.0,637,1,True
4.0,637,2,True
4.0,637,3,True
4.0,637,4,True
4.0,637,5,True
4.0,637,6,True
4.0,637,7,True
4.0,637,8,True
4.0,637,9,True
4.0,637,10,True
4.0,638,1,True
4.0,638,2,True
4.0,638,3,True
4.0,638,4,True
4.0,638,5,True
4.0,638,6,True
4.0,638,7,True
4.0,638,8,True
4.0,638,9,True
4.0,638,10,True
4.0,639,1,True
4.0,639,2,True
4.0,639,3,True
4.0,639,4,True
4.0,639,5,True
4.0,639,6,True
4.0,639,7,True
4.0,639,8,True
4.0,639,9,True
4.0,639,10,True
4.0,640,1,True
4.0,640,2,True
4.0,640,3,True
4.0,640,4,True
4.0,640,5,True
4.0,640,6,True
4.0,640,7,True
4.0,640,8,True
4.0,640,9,True
4.0,640,10,True
4.0,641,1,True
4.0,641,2,True
4.0,641,3,True
4.0,641,4,True
4.0,641,5,True
4.0,641,6,True
4.0,641,7,True
4.0,641,8,True
4.0,641,9,True
4.0,641,10,True
4.0,642,1,True
4.0,642,2,True
4.0,642,3,True
4.0,642,4,True
4.0,642,5,True
4.0,642,6,True
4.0,642,7,True
4.0,642,8,True
4.0,642,9,True
4.0,642,10,True
4.0,643,1,True
4.0,643,2,True
4.0,643,3,True
4.0,643,4,True
4.0,643,5,True
4.0,643,6,True
4.0,643,7,True
4.0,643,8,True
4.0,643,9,True
4.0,643,10,True
4.0,644,1,True
4.0,644,2,True
4.0,644,3,True
4.0,644,4,True
4.0,644,5,True
4.0,644,6,True
4.0,644,7,True
4.0,644,8,True
4.0,644,9,True
4.0,644,10,True
4.0,645,1,True
4.0,645,2,True
4.0,645,3,True
4.0,645,4,True
4.0,645,5,True
4.0,645,6,True
4.0,645,7,True
4.0,645,8,True
4.0,645,9,True
4.0,645,10,True
4.0,646,1,True
4.0,646,2,True
4.0,646,3,True
4.0,646,4,True
4.0,646,5,True
4.0,646,6,True
4.0,646,7,True
4.0,646,8,True
4.0,646,9,True
4.0,646,10,True
4.0,647,1,True
4.0,647,2,True
4.0,647,3,True
4.0,647,4,True
4.0,647,5,True
4.0,647,6,True
4.0,647,7,True
4.0,647,8,True
4.0,647,9,True
4.0,647,10,True
4.0,648,1,True
4.0,648,2,True
4.0,648,3,True
4.0,648,4,True
4.0,648,5,True
4.0,648,6,True
4.0,648,7,True
4.0,648,8,True
4.0,648,9,True
4.0,648,10,True
4.0,649,1,True
4.0,649,2,True
4.0,649,3,True
4.0,649,4,True
4.0,649,5,True
4.0,649,6,True
4.0,649,7,True
4.0,649,8,True
4.0,649,9,True
4.0,649,10,True
4.0,650,1,True
4.0,650,2,True
4.0,650,3,True
4.0,650,4,True
4.0,650,5,True
4.0,650,6,True
4.0,650,7,True
4.0,650,8,True
4.0,650,9,True
4.0,650,10,True
4.0,651,1,True
4.0,651,2,True
4.0,651,3,True
4.0,651,4,True
4.0,651,5,True
4.0,651,6,True
4.0,651,7,True
4.0,651,8,True
4.0,651,9,True
4.0,651,10,True
4.0,652,1,True
4.0,652,2,True
4.0,652,3,True
4.0,652,4,True
4.0,652,5,True
4.0,652,6,True
4.0,652,7,True
4.0,652,8,True
4.0,652,9,True
4.0,652,10,True
4.0,653,1,True
4.0,653,2,True
4.0,653,3,True
4.0,653,4,True
4.0,653,5,True
4.0,653,6,True
4.0,653,7,True
4.0,653,8,True
4.0,653,9,True
4.0,653,10,True
4.0,654,1,True
4.0,654,2,True
4.0,654,3,True
4.0,654,4,True
4.0,654,5,True
4.0,654,6,True
4.0,654,7,True
4.0,654,8,True
4.0,654,9,True
4.0,654,10,True
4.0,655,1,True
4.0,655,2,True
4.0,655,3,True
4.0,655,4,True
4.0,655,5,True
4.0,655,6,True
4.0,655,7,True
4.0,655,8,True
4.0,655,9,True
4.0,655,10,True
4.0,656,1,True
4.0,656,2,True
4.0,656,3,True
4.0,656,4,True
4.0,656,5,True
4.0,656,6,True
4.0,656,7,True
4.0,656,8,True
4.0,656,9,True
4.0,656,10,True
4.0,657,1,True
4.0,657,2,True
4.0,657,3,True
4.0,657,4,True
4.0,657,5,True
4.0,657,6,True
4.0,657,7,True
4.0,657,8,True
4.0,657,9,True
4.0,657,10,True
4.0,658,1,True
4.0,658,2,True
4.0,658,3,True
4.0,658,4,True
4.0,658,5,True
4.0,658,6,True
4.0,658,7,True
4.0,658,8,True
4.0,658,9,True
4.0,658,10,True
4.0,659,1,True
4.0,659,2,True
4.0,659,3,True
4.0,659,4,True
4.0,659,5,True
4.0,659,6,True
4.0,659,7,True
4.0,659,8,True
4.0,659,9,True
4.0,659,10,True
4.0,660,1,True
4.0,660,2,True
4.0,660,3,True
4.0,660,4,True
4.0,660,5,True
4.0,660,6,True
4.0,660,7,True
4.0,660,8,True
4.0,660,9,True
4.0,660,10,True
4.0,661,1,True
4.0,661,2,True
4.0,661,3,True
4.0,661,4,True
4.0,661,5,True
4.0,661,6,True
4.0,661,7,True
4.0,661,8,True
4.0,661,9,True
4.0,661,10,True
4.0,662,1,True
4.0,662,2,True
4.0,662,3,True
4.0,662,4,True
4.0,662,5,True
4.0,662,6,True
4.0,662,7,True
4.0,662,8,True
4.0,662,9,True
4.0,662,10,True
4.0,663,1,True
4.0,663,2,True
4.0,663,3,True
4.0,663,4,True
4.0,663,5,True
4.0,663,6,True
4.0,663,7,True
4.0,663,8,True
4.0,663,9,True
4.0,663,10,True
4.0,664,1,True
4.0,664,2,True
4.0,664,3,True
4.0,664,4,True
4.0,664,5,True
4.0,664,6,True
4.0,664,7,True
4.0,664,8,True
4.0,664,9,True
4.0,664,10,True
4.0,665,1,True
4.0,665,2,True
4.0,665,3,True
4.0,665,4,True
4.0,665,5,True
4.0,665,6,True
4.0,665,7,True
4.0,665,8,True
4.0,665,9,True
4.0,665,10,True
4.0,666,1,True
4.0,666,2,True
4.0,666,3,True
4.0,666,4,True
4.0,666,5,True
4.0,666,6,True
4.0,666,7,True
4.0,666,8,True
4.0,666,9,True
4.0,666,10,True
4.0,667,1,True
4.0,667,2,True
4.0,667,3,True
4.0,667,4,True
4.0,667,5,True
4.0,667,6,True
4.0,667,7,True
4.0,667,8,True
4.0,667,9,True
4.0,667,10,True
4.0,668,1,True
4.0,668,2,True
4.0,668,3,True
4.0,668,4,True
4.0,668,5,True
4.0,668,6,True
4.0,668,7,True
4.0,668,8,True
4.0,668,9,True
4.0,668,10,True
4.0,669,1,True
4.0,669,2,True
4.0,669,3,True
4.0,669,4,True
4.0,669,5,True
4.0,669,6,True
4.0,669,7,True
4.0,669,8,True
4.0,669,9,True
4.0,669,10,True
4.0,670,1,True
4.0,670,2,True
4.0,670,3,True
4.0,670,4,True
4.0,670,5,True
4.0,670,6,True
4.0,670,7,True
4.0,670,8,True
4.0,670,9,True
4.0,670,10,True
4.0,671,1,True
4.0,671,2,True
4.0,671,3,True
4.0,671,4,True
4.0,671,5,True
4.0,671,6,True
4.0,671,7,True
4.0,671,8,True
4.0,671,9,True
4.0,671,10,True
4.0,672,1,True
4.0,672,2,True
4.0,672,3,True
4.0,672,4,True
4.0,672,5,True
4.0,672,6,True
4.0,672,7,True
4.0,672,8,True
4.0,672,9,True
4.0,672,10,True
4.0,673,1,True
4.0,673,2,True
4.0,673,3,True
4.0,673,4,True
4.0,673,5,True
4.0,673,6,True
4.0,673,7,True
4.0,673,8,True
4.0,673,9,True
4.0,673,10,True
4.0,674,1,True
4.0,674,2,True
4.0,674,3,True
4.0,674,4,True
4.0,674,5,True
4.0,674,6,True
4.0,674,7,True
4.0,674,8,True
4.0,674,9,True
4.0,674,10,True
4.0,675,1,True
4.0,675,2,True
4.0,675,3,True
4.0,675,4,True
4.0,675,5,True
4.0,675,6,True
4.0,675,7,True
4.0,675,8,True
4.0,675,9,True
4.0,675,10,True
4.0,676,1,True
4.0,676,2,True
4.0,676,3,True
4.0,676,4,True
4.0,676,5,True
4.0,676,6,True
4.0,676,7,True
4.0,676,8,True
4.0,676,9,True
4.0,676,10,True
4.0,677,1,True
4.0,677,2,True
4.0,677,3,True
4.0,677,4,True
4.0,677,5,True
4.0,677,6,True
4.0,677,7,True
4.0,677,8,True
4.0,677,9,True
4.0,677,10,True
4.0,678,1,True
4.0,678,2,True
4.0,678,3,True
4.0,678,4,True
4.0,678,5,True
4.0,678,6,True
4.0,678,7,True
4.0,678,8,True
4.0,678,9,True
4.0,678,10,True
4.0,679,1,True
4.0,679,2,True
4.0,679,3,True
4.0,679,4,True
4.0,679,5,True
4.0,679,6,True
4.0,679,7,True
4.0,679,8,True
4.0,679,9,True
4.0,679,10,True
4.0,680,1,True
4.0,680,2,True
4.0,680,3,True
4.0,680,4,True
4.0,680,5,True
4.0,680,6,True
4.0,680,7,True
4.0,680,8,True
4.0,680,9,True
4.0,680,10,True
4.0,681,1,True
4.0,681,2,True
4.0,681,3,True
4.0,681,4,True
4.0,681,5,True
4.0,681,6,True
4.0,681,7,True
4.0,681,8,True
4.0,681,9,True
4.0,681,10,True
4.0,682,1,True
4.0,682,2,True
4.0,682,3,True
4.0,682,4,True
4.0,682,5,True
4.0,682,6,True
4.0,682,7,True
4.0,682,8,True
4.0,682,9,True
4.0,682,10,True
4.0,683,1,True
4.0,683,2,True
4.0,683,3,True
4.0,683,4,True
4.0,683,5,True
4.0,683,6,True
4.0,683,7,True
4.0,683,8,True
4.0,683,9,True
4.0,683,10,True
4.0,684,1,True
4.0,684,2,True
4.0,684,3,True
4.0,684,4,True
4.0,684,5,True
4.0,684,6,True
4.0,684,7,True
4.0,684,8,True
4.0,684,9,True
4.0,684,10,True
4.0,685,1,True
4.0,685,2,True
4.0,685,3,True
4.0,685,4,True
4.0,685,5,True
4.0,685,6,True
4.0,685,7,True
4.0,685,8,True
4.0,685,9,True
4.0,685,10,True
4.0,686,1,True
4.0,686,2,True
4.0,686,3,True
4.0,686,4,True
4.0,686,5,True
4.0,686,6,True
4.0,686,7,True
4.0,686,8,True
4.0,686,9,True
4.0,686,10,True
4.0,687,1,True
4.0,687,2,True
4.0,687,3,True
4.0,687,4,True
4.0,687,5,True
4.0,687,6,True
4.0,687,7,True
4.0,687,8,True
4.0,687,9,True
4.0,687,10,True
4.0,688,1,True
4.0,688,2,True
4.0,688,3,True
4.0,688,4,True
4.0,688,5,True
4.0,688,6,True
4.0,688,7,True
4.0,688,8,True
4.0,688,9,True
4.0,688,10,True
4.0,689,1,True
4.0,689,2,True
4.0,689,3,True
4.0,689,4,True
4.0,689,5,True
4.0,689,6,True
4.0,689,7,True
4.0,689,8,True
4.0,689,9,True
4.0,689,10,True
4.0,690,1,True
4.0,690,2,True
4.0,690,3,True
4.0,690,4,True
4.0,690,5,True
4.0,690,6,True
4.0,690,7,True
4.0,690,8,True
4.0,690,9,True
4.0,690,10,True
4.0,691,1,True
4.0,691,2,True
4.0,691,3,True
4.0,691,4,True
4.0,691,5,True
4.0,691,6,True
4.0,691,7,True
4.0,691,8,True
4.0,691,9,True
4.0,691,10,True
4.0,692,1,True
4.0,692,2,True
4.0,692,3,True
4.0,692,4,True
4.0,692,5,True
4.0,692,6,True
4.0,692,7,True
4.0,692,8,True
4.0,692,9,True
4.0,692,10,True
4.0,693,1,True
4.0,693,2,True
4.0,693,3,True
4.0,693,4,True
4.0,693,5,True
4.0,693,6,True
4.0,693,7,True
4.0,693,8,True
4.0,693,9,True
4.0,693,10,True
4.0,694,1,True
4.0,694,2,True
4.0,694,3,True
4.0,694,4,True
4.0,694,5,True
4.0,694,6,True
4.0,694,7,True
4.0,694,8,True
4.0,694,9,True
4.0,694,10,True
4.0,695,1,True
4.0,695,2,True
4.0,695,3,True
4.0,695,4,True
4.0,695,5,True
4.0,695,6,True
4.0,695,7,True
4.0,695,8,True
4.0,695,9,True
4.0,695,10,True
4.0,696,1,True
4.0,696,2,True
4.0,696,3,True
4.0,696,4,True
4.0,696,5,True
4.0,696,6,True
4.0,696,7,True
4.0,696,8,True
4.0,696,9,True
4.0,696,10,True
4.0,697,1,True
4.0,697,2,True
4.0,697,3,True
4.0,697,4,True
4.0,697,5,True
4.0,697,6,True
4.0,697,7,True
4.0,697,8,True
4.0,697,9,True
4.0,697,10,True
4.0,698,1,True
4.0,698,2,True
4.0,698,3,True
4.0,698,4,True
4.0,698,5,True
4.0,698,6,True
